All,الكل
Send Tracking Information,إرسال بيانات التعقب
Are you sure you want to send a Shipment email to customer?,هل أنت متأكد من أنك تريد إرسال معلومات الشحن للعميل عبر البريد الإلكتروني؟
the shipment email was sent,the shipment email was sent
the shipment email is not sent,لم يتم إرسال شحنة البريد الإلكتروني
Shipment #%1 | %3 (%2),Shipment #%1 | %3 (%2)
Create Shipping Label...,إنشاء بطاقة عنونة الشحن...
About Your Shipment,حول الشحنة الخاصة بك
We can't initialize shipment for adding tracking number.,لا يمكننا تهيئة الشحنة لإضافة رقم التعقب.
Cannot add tracking number.,Cannot add tracking number.
You created the shipping label.,You created the shipping label.
An error occurred while creating shipping label.,An error occurred while creating shipping label.
An email confirming the order is underway has been sent to the customer.,An email confirming the order is underway has been sent to the customer.
Cannot send shipment information.,Cannot send shipment information.
There are no shipping labels related to selected orders.,There are no shipping labels related to selected orders.
New Shipment,شحن جديد
We don't recognize or support the file extension in this shipment: %1.,لم نتعرف أو ندعم ملحق اسم الملف في هذه الشحنة: %1.
We can't initialize shipment for delete tracking number.,لا يمكننا تهيئة الشحنة لحذف رقم التعقب.
We can't delete tracking number.,لا يمكننا حذف رقم التعقب.
We can't save the shipment right now.,لا يمكننا حفظ الشحنة الآن.
The shipment has been created.,The shipment has been created.
Cannot save shipment.,Cannot save shipment.
Cannot do shipment for the order separately from invoice.,Cannot do shipment for the order separately from invoice.
Cannot do shipment for the order.,Cannot do shipment for the order.
"Tracking information must contain title, carrier code, and tracking number","Tracking information must contain title, carrier code, and tracking number"
There are no shipping labels related to selected shipments.,There are no shipping labels related to selected shipments.
The shipping module is not available.,The shipping module is not available.
This shipping method is not available. Please specify the zip code.,This shipping method is not available. Please specify the zip code.
Development,Development
Live,Live
Divide to equal weight (one request),Divide to equal weight (one request)
Use origin weight (few requests),Use origin weight (few requests)
Signature Confirmation,تأكيد التوقيع
Contents,محتويات
Girth,مقاس
Shipping labels is not available.,Shipping labels is not available.
Response info is not exist.,Response info is not exist.
We don't have enough information to create shipping labels. Please make sure your store information and settings are complete.,ليس لدينا ما يكفي من المعلومات لإنشاء تسميات الشحن. الرجاء التأكد من تخزين المعلومات والإعدادات الخاصة بك بالكامل.
Per Package,لكل مجموعة
Tracking information is unavailable.,Tracking information is unavailable.
Items to Ship,العناصر للشحن
Qty to Ship,الكمية للشحن
Shipment Total,Shipment Total
Shipment Options,Shipment Options
Email Copy of Shipment,نسخة البريد الالكتروني للشحنه
Invalid value(s) for Qty to Ship,Invalid value(s) for Qty to Ship
Add Selected Product(s) to Package,إضافة المنتج المحدد إلى المجموعة
Add Products to Package,Add Products to Package
USPS domestic shipments don't use package types.,الشحنات المحلية لـ USPS لا تستخدم أنواع الحزم.
in,في
lb,رطل
kg,كجم
Delete Package,حذف المجموعة
Explanation,شرح
Shipping &amp; Handling Information,الشحن و معلومات التوصيل
Items Shipped,شحن البنود
Shipment History,تاريخ الشحنه
Print All Shipments,طباعة جميع الشحنات
Shipment #,شحنه #
Print Shipment,طباعة الشحنة
Tracking Number(s):,Tracking Number(s):
Order tracking,Order tracking
Tracking Number:,رقم التتبع:
Carrier:,الناقل:
Tracking information is currently not available. Please,بيانات التتبع غير موجودة حاليا. من فضلك
for more information or,for more information or
email us at,مراسلتنا على البريد الالكتروني
Info:,المعلومات:
Track:,المسار:
. ':',. ':'
Delivered on:,تم الارسال بتاريخ:
There is no tracking available for this shipment.,لا يوجد اي تتبع المتاحة لهذه الشحنه.
There is no tracking available.,لا يوجد متابعة مسموحة.
Track history,Track history
Local Time,التوقيت المحلي
See our Shipping Policy,"الاطلاع على ""سياسة الشحن"""
Shipping Settings Section,قسم إعدادات الشحن
Shipping Policy Parameters Section,Shipping Policy Parameters Section
Shipping Methods Section,قسم طرق الشحن
Shipping Settings,إعدادات الشحن
Origin,الاصل
Shipping Policy Parameters,Shipping Policy Parameters
Apply custom Shipping Policy,"تطبيق ""سياسة شحن"" مخصصة"
Shipping Policy,سياسة الشحن
Track your order,Track your order
Track All Shipments,Track All Shipments
You sent the shipment.,You sent the shipment.
Signed by:,موقعة من قبل:
Delivered to:,سلمت إلى:
